,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,review_scores_rating,review_scores_location,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,log_price,bathroom_is_private,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
49,0,1.0,0,37.97515,23.753870000000003,4,2.0,2.0,17.97794864355143,80.0,2,4,1,1,31,81.0,9.0,0,1,1,0,0,4.382026634673881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,1.0,0,37.99452,23.72941,3,1.0,1.0,19.0951690120412,45.0,5,180,1,90,24,99.0,9.0,1,1,1,0,0,3.8066624897703196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,0,1.0,1,37.99149,23.729020000000002,5,2.0,2.0,20.846220803713916,75.0,7,120,1,90,64,97.0,9.0,1,1,1,0,0,4.31748811353631,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,15.0,1,37.97618,23.7183,4,1.0,2.0,19.91556651675613,76.0,2,1125,1,80,60,95.0,10.0,1,13,13,0,0,4.330733340286331,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,1,5.0,1,37.97889,23.73026,4,1.0,2.0,20.179892644712027,50.0,1,1125,1,0,247,95.0,10.0,0,5,5,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,1,1.0,1,37.9945,23.73907,4,1.0,2.0,21.685042797040477,23.0,5,120,1,80,51,98.0,9.0,0,1,1,0,0,3.1354942159291497,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,0,3.0,1,37.97289,23.72874,5,2.0,3.0,18.125779776584945,125.0,1,1125,1,83,233,98.0,10.0,1,2,2,0,0,4.8283137373023015,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,0,3.0,0,37.968140000000005,23.711029999999997,3,1.0,2.0,18.64746844624982,35.0,3,365,1,89,22,93.0,10.0,0,1,1,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,1,67.0,1,37.9802,23.723570000000002,4,1.0,1.0,19.959088930799364,32.0,2,1125,1,86,6,90.0,9.0,0,42,42,0,0,3.4657359027997265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,1,67.0,1,37.9802,23.723570000000002,8,2.0,2.0,20.579428405628903,72.0,2,1125,1,90,8,98.0,9.0,0,42,42,0,0,4.276666119016055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,0,3.0,1,37.97273,23.72912,3,1.0,1.0,11.278978674017118,80.0,1,1125,1,90,15,100.0,10.0,0,2,2,0,0,4.382026634673881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,0,4.0,0,37.96367,23.71791,4,2.0,2.0,16.6360075438851,30.0,2,30,1,61,97,91.0,10.0,0,1,1,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,1,67.0,1,37.9802,23.723570000000002,16,5.0,5.0,20.579428405628903,176.0,2,1125,1,82,22,96.0,9.0,0,42,42,0,0,5.170483995038151,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,1,67.0,1,37.9802,23.723570000000002,4,1.0,1.0,19.178732047004207,32.0,2,1125,1,82,4,100.0,10.0,0,42,42,0,0,3.4657359027997265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,1,67.0,1,37.9802,23.723570000000002,4,1.0,1.0,18.322210938633397,32.0,2,1125,1,82,16,98.0,10.0,0,42,42,0,0,3.4657359027997265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1,67.0,1,37.96648,23.7276,2,1.0,1.0,20.16045263310605,62.0,3,1125,1,0,30,94.0,10.0,1,42,42,0,0,4.127134385045092,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,1,67.0,1,37.97506,23.73068,3,1.0,1.0,19.666038009574933,88.0,2,1125,1,0,32,97.0,10.0,0,42,42,0,0,4.477336814478207,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,0,1.0,0,37.96829,23.7111,5,2.0,0.0,13.32757870303206,60.0,3,90,1,1,13,98.0,10.0,1,1,1,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
68,0,7.0,0,37.96772,23.74999,12,4.0,9.0,21.226316553024812,289.0,3,60,1,89,11,95.0,9.0,1,3,3,0,0,5.666426688112432,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1,1.0,1,37.97418,23.73276,3,1.0,2.0,17.491948353402,16.0,2,21,1,70,352,96.0,10.0,1,1,1,0,0,2.772588722239781,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,7.0,0,37.968790000000006,23.75065,8,3.0,5.0,16.2688234440737,186.0,3,30,1,90,10,93.0,9.0,1,3,3,0,0,5.225746673713202,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,1.0,1,37.97617,23.72257,6,2.0,3.0,6.443638473814015,100.0,2,1125,1,90,9,87.0,10.0,0,1,1,0,0,4.605170185988092,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,0,2.0,1,38.02547,23.733620000000002,4,1.0,1.0,20.10155229943421,28.0,2,60,1,38,246,93.0,10.0,0,1,1,0,0,3.332204510175204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,0,1.0,0,37.96148,23.73122,4,2.0,2.0,11.501813433918468,50.0,2,21,1,90,4,93.0,9.0,1,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,3.0,1,37.96691,23.72823,4,1.0,3.0,19.80734078050196,55.0,2,1125,1,87,169,99.0,10.0,1,2,2,0,0,4.007333185232471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,1,1.0,1,37.97698,23.710079999999998,5,3.0,3.0,22.378790076889608,25.0,2,30,1,41,240,100.0,10.0,0,1,1,0,0,3.2188758248682006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1,67.0,1,37.980129999999996,23.72354,8,2.0,2.0,20.579428405628903,72.0,2,1125,1,90,25,96.0,9.0,0,42,42,0,0,4.276666119016055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,1.0,1,37.98904,23.73742,2,1.0,1.0,19.081096764833887,50.0,2,1125,1,89,31,99.0,10.0,0,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,3.0,1,37.9643,23.73658,2,1.0,1.0,19.582329899898447,22.0,2,10,1,88,104,96.0,10.0,1,2,1,1,0,3.091042453358316,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,1,3.0,1,37.96464,23.734379999999998,6,2.0,3.0,18.97693312055709,60.0,2,20,1,0,57,95.0,10.0,0,2,1,1,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,0,1.0,1,37.963409999999996,23.72875,5,2.0,3.0,23.723922820252437,80.0,5,90,1,1,220,97.0,10.0,1,1,1,0,0,4.382026634673881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,3.0,1,37.98904,23.73985,3,1.0,2.0,19.626287538082114,38.0,3,365,1,88,83,92.0,9.0,0,1,1,0,0,3.6375861597263857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0,2.0,1,37.97385,23.715670000000003,5,2.0,2.0,19.674597417670096,55.0,5,30,1,32,120,94.0,10.0,1,2,1,1,0,4.007333185232471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0,2.0,1,37.96483,23.71825,8,2.0,5.0,21.408095169012046,42.0,2,30,1,90,287,97.0,10.0,1,2,2,0,0,3.7376696182833684,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,0,7.0,0,37.96755,23.75163,12,4.0,8.0,15.274916582039749,289.0,3,60,1,89,6,97.0,10.0,1,3,3,0,0,5.666426688112432,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,9.0,1,37.99252,23.73112,8,2.0,8.0,11.46191788771217,41.0,2,1125,1,0,16,96.0,9.0,1,9,9,0,0,3.713572066704308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
88,0,2.0,1,37.97338,23.71537,1,1.0,1.0,6.001305672421297,33.0,19,60,1,83,4,95.0,10.0,0,2,1,1,0,3.4965075614664802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
89,1,0.0,1,38.01501,23.725820000000002,4,2.0,2.0,18.449876686493546,23.0,3,30,1,1,421,96.0,10.0,1,2,2,0,0,3.1354942159291497,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,0,2.0,1,37.96808,23.72695,4,2.0,2.0,20.08457855795735,50.0,3,60,1,83,86,95.0,10.0,0,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,1,2.0,1,38.002590000000005,23.73281,2,1.0,1.0,18.782678079210797,45.0,2,1125,1,90,172,92.0,9.0,0,1,1,0,0,3.8066624897703196,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,0,3.0,0,37.981159999999996,23.72286,4,2.0,4.0,5.052807195705789,59.0,1,30,1,90,73,84.0,7.0,0,2,2,0,0,4.07753744390572,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,12.0,1,37.9837,23.728839999999998,9,4.0,6.0,8.468156100391703,155.0,2,365,1,0,47,82.0,7.0,1,12,3,9,0,5.043425116919247,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,1,2.0,1,37.976620000000004,23.72362,2,1.0,1.0,21.649934716378937,72.0,2,1100,1,80,237,99.0,10.0,0,2,2,0,0,4.276666119016055,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,0,1.0,1,38.02081,23.74098,2,1.0,1.0,12.292035398230087,30.0,3,90,1,83,5,95.0,10.0,0,1,1,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,1.0,1,37.964290000000005,23.72194,4,1.0,2.0,17.258232989989843,63.0,3,90,1,90,74,99.0,10.0,0,1,1,0,0,4.143134726391533,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,1.0,0,37.97999,23.75133,3,1.0,2.0,19.89917307413318,99.0,1,30,1,90,2,100.0,10.0,1,1,1,0,0,4.59511985013459,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,15.0,1,37.99913,23.73997,4,1.0,2.0,7.849847671550848,40.0,3,1125,1,0,1,100.0,8.0,0,15,15,0,0,3.6888794541139363,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,0,15.0,1,37.999140000000004,23.74021,1,1.0,0.0,6.038444799071521,20.0,5,1125,1,0,1,100.0,10.0,0,15,15,0,0,2.995732273553991,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,0,15.0,1,38.000690000000006,23.73856,1,1.0,1.0,4.932975482373422,25.0,3,1125,1,0,1,80.0,8.0,0,15,15,0,0,3.2188758248682006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,0,1.0,0,37.98585,23.73353,3,1.0,2.0,13.117365443203248,50.0,3,200,1,89,28,97.0,10.0,0,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,0,2.0,1,37.97814,23.75388,6,2.0,2.0,20.824314521978824,70.0,2,1125,1,88,23,99.0,10.0,1,1,1,0,0,4.248495242049359,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,0,1.0,1,37.99671,23.7376,2,1.0,1.0,14.269403742927608,39.0,3,1125,1,88,19,91.0,8.0,1,1,1,0,0,3.6635616461296463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,1,2.0,1,37.982479999999995,23.72045,2,1.0,1.0,3.9627157986362973,30.0,2,90,1,87,46,93.0,9.0,0,2,0,2,0,3.4011973816621555,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1,2.0,1,37.97401,23.73193,3,2.0,3.0,22.078050195850864,60.0,2,1125,1,6,276,96.0,10.0,1,2,2,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0,1.0,1,38.001459999999994,23.745739999999998,3,1.0,0.0,15.848106774989118,18.0,30,300,1,24,113,86.0,8.0,0,1,1,0,0,2.8903717578961645,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,1,1.0,0,37.99211,23.7308,5,2.0,4.0,14.37284201363702,60.0,2,60,1,88,55,97.0,9.0,0,1,1,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
110,0,3.0,0,37.97688,23.75254,4,1.0,2.0,12.312055708689973,80.0,3,365,1,3,47,96.0,10.0,0,2,2,0,0,4.382026634673881,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,1,3.0,1,37.9775,23.72543,2,1.0,1.0,10.24720731176556,35.0,3,60,1,82,357,97.0,10.0,1,3,3,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,1,3.0,1,37.96986,23.7312,2,1.0,1.0,5.444508922094879,32.0,2,60,1,90,363,95.0,10.0,1,3,3,0,0,3.4657359027997265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,1,67.0,1,37.9802,23.723570000000002,12,3.0,3.0,20.579428405628903,104.0,2,1125,1,90,23,97.0,10.0,0,42,42,0,0,4.6443908991413725,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,0,1.0,0,37.97911,23.74553,5,2.0,3.0,16.64906426809807,60.0,4,1125,1,89,32,91.0,10.0,0,1,1,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,22.0,1,37.976859999999995,23.746389999999998,6,3.0,4.0,19.86841723487596,140.0,2,1125,1,81,175,97.0,10.0,1,2,2,0,0,4.941642422609304,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,0,1.0,1,37.9801,23.72125,4,2.0,2.0,10.275206731466707,90.0,7,30,1,0,11,91.0,9.0,0,1,1,0,0,4.499809670330265,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,0,2.0,1,37.9809,23.75486,4,2.0,4.0,5.5308283766139565,65.0,2,600,1,90,12,97.0,10.0,0,1,1,0,0,4.174387269895637,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,8.0,1,37.98876,23.7462,3,3.0,3.0,12.008704482808644,34.0,3,1125,1,88,5,96.0,10.0,0,4,4,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,0,1.0,1,37.986,23.71409,4,2.0,3.0,21.335412737559846,150.0,2,1125,1,0,32,97.0,9.0,0,1,1,0,0,5.0106352940962555,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,1,67.0,1,37.9802,23.723570000000002,16,4.0,2.0,20.579428405628903,144.0,2,1125,1,82,20,96.0,10.0,0,42,42,0,0,4.969813299576001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,0,2.0,1,37.96345,23.73121,3,1.0,2.0,19.601479762077474,35.0,3,95,1,0,33,96.0,9.0,0,1,1,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,0,9.0,1,37.99463,23.729329999999997,8,3.0,9.0,18.180618018279414,41.0,2,365,1,0,21,90.0,7.0,1,9,9,0,0,3.713572066704308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123,1,1.0,1,37.96843,23.72644,4,1.0,2.0,22.067604816480486,60.0,1,1125,1,0,341,98.0,10.0,1,9,9,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,0,1.0,0,37.97909,23.72832,4,2.0,3.0,13.915856666183084,60.0,2,1125,1,89,61,94.0,10.0,0,1,1,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
