,host_is_superhost,host_total_listings_count,host_identity_verified,latitude,longitude,accommodates,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,review_scores_rating,review_scores_location,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,log_price,bathroom_is_private,Entire home/apt,Hotel room,Private room,Shared room,1Ο ΝΕΚΡΟΤΑΦΕΙΟ,ΑΓΙΟΣ ΕΛΕΥΘΕΡΙΟΣ,ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ-ΠΛΑΤΕΙΑ ΒΑΘΗΣ,ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ,ΑΚΑΔΗΜΙΑ ΠΛΑΤΩΝΟΣ,ΑΚΡΟΠΟΛΗ,ΑΜΠΕΛΟΚΗΠΟΙ,ΑΝΩ ΚΥΨΕΛΗ,ΑΝΩ ΠΑΤΗΣΙΑ,ΒΟΤΑΝΙΚΟΣ,ΓΚΑΖΙ,ΓΚΥΖΗ,ΓΟΥΒΑ,ΓΟΥΔΙ,ΕΛΛΗΝΟΡΩΣΩΝ,ΕΜΠΟΡΙΚΟ ΤΡΙΓΩΝΟ-ΠΛΑΚΑ,ΖΑΠΠΕΙΟ,ΘΗΣΕΙΟ,ΙΛΙΣΙΑ,ΚΕΡΑΜΕΙΚΟΣ,ΚΟΛΟΚΥΝΘΟΥ,ΚΟΛΩΝΑΚΙ,ΚΟΛΩΝΟΣ,ΚΟΥΚΑΚΙ-ΜΑΚΡΥΓΙΑΝΝΗ,ΚΥΨΕΛΗ,ΛΥΚΑΒΗΤΤΟΣ,ΜΟΥΣΕΙΟ-ΕΞΑΡΧΕΙΑ-ΝΕΑΠΟΛΗ,ΝΕΑ ΚΥΨΕΛΗ,ΝΕΟΣ ΚΟΣΜΟΣ,ΝΙΡΒΑΝΑ,ΠΑΓΚΡΑΤΙ,ΠΑΤΗΣΙΑ,ΠΕΔΙΟ ΑΡΕΩΣ,ΠΕΝΤΑΓΩΝΟ,ΠΕΤΡΑΛΩΝΑ,ΠΛΑΤΕΙΑ ΑΜΕΡΙΚΗΣ,ΠΛΑΤΕΙΑ ΑΤΤΙΚΗΣ,ΠΟΛΥΓΩΝΟ,ΠΡΟΜΠΟΝΑ,ΡΗΓΙΛΛΗΣ,ΡΙΖΟΥΠΟΛΗ,ΣΕΠΟΛΙΑ,ΣΤΑΔΙΟ,ΣΤΑΘΜΟΣ ΛΑΡΙΣΗΣ
4703,1,4.0,1,37.96678,23.73351,7,2.0,3.0,20.624981865660818,38.0,1,1125,1,0,105,97.0,10.0,1,5,5,0,0,3.6375861597263857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4704,0,1.0,0,37.97371,23.732120000000002,2,1.0,1.0,7.227622225446104,40.0,1,20,1,8,4,95.0,10.0,0,1,1,0,0,3.6888794541139363,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4705,1,1.0,1,37.96718,23.75198,6,2.0,4.0,20.611780066734372,35.0,2,60,1,89,37,99.0,9.0,1,1,1,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4706,1,50.0,1,38.0011,23.73483,4,2.0,2.0,21.591034382707093,35.0,3,40,1,88,16,99.0,10.0,0,14,14,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4707,1,1.0,1,37.97851,23.73714,6,3.0,4.0,19.66096039460322,150.0,1,1125,1,90,49,100.0,10.0,1,1,1,0,0,5.0106352940962555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4708,1,1.0,1,37.95705,23.73807,4,1.0,2.0,18.317858697229074,29.0,3,30,1,84,19,97.0,10.0,0,1,1,0,0,3.367295829986474,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4711,1,18.0,1,37.97548,23.71204,2,1.0,1.0,21.386043812563475,28.0,2,60,1,76,11,98.0,10.0,1,16,16,0,0,3.332204510175204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4712,0,5.0,0,37.98387,23.72786,3,1.0,3.0,5.847816625562165,40.0,1,1125,1,90,2,90.0,10.0,1,5,0,5,0,3.6888794541139363,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4714,0,5.0,0,37.98366,23.72835,3,1.0,3.0,5.847816625562165,40.0,1,1125,1,90,2,100.0,8.0,1,5,0,5,0,3.6888794541139363,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4715,1,18.0,1,37.97483,23.71276,8,3.0,3.0,22.313506455824758,44.0,2,60,1,51,38,100.0,10.0,1,16,16,0,0,3.784189633918261,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4716,1,18.0,1,37.97477,23.71361,5,2.0,2.0,22.313506455824758,35.0,2,60,1,83,13,94.0,9.0,1,16,16,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4717,0,5.0,0,37.98592,23.728479999999998,2,1.0,1.0,7.188742202234151,30.0,1,1125,1,0,2,90.0,10.0,1,5,0,5,0,3.4011973816621555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4720,1,18.0,1,37.97352,23.71389,2,1.0,2.0,22.313506455824758,28.0,2,60,1,78,21,95.0,10.0,1,16,16,0,0,3.332204510175204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4721,1,1.0,1,37.98715,23.72002,4,2.0,2.0,19.82039750471493,65.0,3,1125,1,1,17,96.0,10.0,0,1,1,0,0,4.174387269895637,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4722,0,1.0,0,37.9672,23.725189999999998,4,1.0,1.0,16.730161032931957,50.0,3,1125,1,90,30,98.0,10.0,0,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4723,0,3.0,1,37.98216,23.72184,2,1.0,1.0,15.727984912229797,15.0,1,1125,1,83,81,91.0,9.0,1,2,2,0,0,2.70805020110221,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4724,0,1.0,0,37.98523,23.76171,4,1.0,2.0,11.874365298128536,34.0,2,230,1,53,19,100.0,10.0,0,1,1,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4725,1,10.0,1,37.99801,23.72008,3,1.0,2.0,21.502974031626287,22.0,1,1125,1,73,45,93.0,9.0,1,5,5,0,0,3.091042453358316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4726,0,3.0,0,37.97595,23.71554,2,1.0,1.0,18.986072827506167,42.0,2,30,1,88,71,95.0,10.0,1,1,1,0,0,3.7376696182833684,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4727,0,8.0,1,37.96434,23.732,5,2.0,3.0,18.844624981865664,35.0,2,65,1,0,47,94.0,10.0,1,5,5,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4728,0,12.0,1,37.99306,23.730079999999997,5,2.0,2.0,7.058610184244885,60.0,2,12,1,0,49,98.0,9.0,1,6,6,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4729,1,5.0,1,37.96215,23.7317,2,1.0,1.0,17.640940084143335,38.0,1,1125,1,90,25,94.0,9.0,1,5,5,0,0,3.6375861597263857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4730,0,1.0,0,37.988640000000004,23.7688,2,5.0,2.0,9.591179457420571,78.0,1,1125,1,23,1,100.0,10.0,1,1,0,0,0,4.356708826689592,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4732,1,1.0,0,37.97278,23.749589999999998,4,1.0,1.0,17.3048019730161,31.0,1,1125,1,0,97,97.0,10.0,1,1,1,0,0,3.4339872044851463,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4734,0,5.0,0,37.98462,23.72002,1,1.0,1.0,6.96996953431017,46.0,1,1125,1,1,1,100.0,10.0,1,5,0,5,0,3.828641396489095,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4736,0,5.0,0,37.98655,23.72145,2,1.0,2.0,6.96996953431017,94.0,1,1125,1,90,1,80.0,4.0,1,5,0,5,0,4.543294782270004,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4737,1,3.0,1,37.994279999999996,23.729870000000002,2,1.0,1.0,21.798346148266358,33.0,2,30,1,89,71,99.0,10.0,0,3,1,2,0,3.4965075614664802,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4738,0,1.0,0,37.99053,23.76683,4,1.0,2.0,11.01595821848252,27.0,1,1125,1,88,62,89.0,10.0,1,1,1,0,0,3.295836866004329,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4739,1,18.0,1,37.97334,23.71347,8,3.0,3.0,22.079355868272167,44.0,2,60,1,88,41,100.0,10.0,1,16,16,0,0,3.784189633918261,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4740,0,2.0,1,37.971270000000004,23.7315,2,1.0,1.0,5.13608008124184,30.0,1,1125,1,0,55,96.0,10.0,1,2,2,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4741,1,18.0,1,37.97359,23.71416,5,2.0,2.0,21.772087625126943,35.0,2,60,1,88,7,100.0,9.0,1,16,16,0,0,3.5553480614894135,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4742,1,18.0,1,37.97334,23.71264,2,1.0,2.0,22.313506455824758,28.0,2,60,1,88,14,96.0,10.0,1,16,16,0,0,3.332204510175204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4743,0,15.0,1,38.01068,23.733970000000003,4,1.0,1.0,19.91556651675613,30.0,2,1125,1,83,6,97.0,9.0,1,15,8,7,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4744,1,15.0,1,37.97226,23.72942,10,4.0,7.0,20.936747424923837,111.0,1,1125,1,84,37,99.0,10.0,1,7,5,1,0,4.709530201312334,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4746,0,5.0,0,37.98666,23.72429,3,1.0,2.0,6.827941389815756,34.0,1,1125,1,90,2,90.0,7.0,1,4,0,4,0,3.5263605246161616,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4747,0,5.0,0,37.985859999999995,23.72567,2,1.0,1.0,6.827941389815756,28.0,1,1125,1,90,2,50.0,5.0,1,4,0,4,0,3.332204510175204,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4749,1,16.0,1,37.968509999999995,23.73091,6,2.0,6.0,19.003191643696507,66.0,1,29,1,0,23,96.0,10.0,1,2,2,0,0,4.189654742026425,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4750,1,1.0,1,37.985240000000005,23.73666,2,1.0,1.0,15.657913825620193,30.0,4,200,1,53,8,100.0,10.0,1,1,1,0,0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4751,0,24.0,1,37.96445,23.729020000000002,2,1.0,1.0,18.596547221819236,21.0,2,1125,1,90,20,92.0,10.0,1,6,6,0,0,3.044522437723423,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752,0,5.0,0,37.97821,23.72366,1,1.0,1.0,11.012186275932105,9.0,1,1125,1,65,11,80.0,10.0,1,5,1,1,3,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4753,1,5.0,1,37.96215,23.7317,2,1.0,1.0,18.38560858842304,33.0,1,1125,1,90,8,93.0,9.0,1,5,5,0,0,3.4965075614664802,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4754,0,5.0,0,37.97837,23.72395,4,1.0,2.0,12.280284346438417,15.0,1,1125,1,87,150,85.0,10.0,1,5,1,1,3,2.70805020110221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4755,1,5.0,1,37.96215,23.7317,2,1.0,1.0,17.640940084143335,46.0,1,1125,1,29,6,100.0,9.0,1,5,5,0,0,3.828641396489095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4756,0,1.0,0,37.98223,23.73237,2,1.0,0.0,11.875235746409404,28.0,2,1125,1,89,19,97.0,10.0,1,1,1,0,0,3.332204510175204,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4757,1,5.0,1,37.96215,23.7317,2,1.0,1.0,18.214565501233135,46.0,1,1125,1,44,2,100.0,10.0,1,5,5,0,0,3.828641396489095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4759,0,3.0,1,37.9665,23.73253,6,2.0,4.0,17.948788626142463,50.0,1,1125,1,90,121,95.0,10.0,1,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761,0,2.0,0,37.97609,23.732329999999997,2,1.0,1.0,11.028869867982012,38.0,2,31,1,90,14,99.0,10.0,0,2,2,0,0,3.6375861597263857,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4762,0,1.0,0,37.96431,23.73229,7,2.0,4.0,18.405483824169448,255.0,1,1125,1,89,79,94.0,10.0,1,1,1,0,0,5.541263545158426,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763,0,1.0,0,37.98573,23.738410000000002,3,1.0,1.0,12.925576671986075,24.0,1,180,1,78,123,85.0,9.0,1,1,1,0,0,3.1780538303479458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4764,0,6.0,1,37.988609999999994,23.709310000000002,7,3.0,7.0,16.52357464094008,60.0,3,1125,1,88,1,100.0,10.0,1,3,3,0,0,4.0943445622221,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4765,1,8.0,1,37.97775,23.72414,10,4.0,4.0,16.133903960539676,100.0,1,90,1,45,3,100.0,10.0,1,7,7,0,0,4.605170185988092,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4767,1,1.0,1,37.98859,23.74854,3,1.0,1.0,19.096909908602935,29.0,3,1095,1,0,30,98.0,10.0,1,1,1,0,0,3.367295829986474,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4768,0,1.0,0,37.96817,23.7291,2,1.0,1.0,19.209052662120992,45.0,29,29,1,90,60,96.0,10.0,0,1,1,0,0,3.8066624897703196,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4769,0,1.0,0,37.97172,23.71529,3,2.0,2.0,15.902654867256636,50.0,1,1125,1,88,2,100.0,10.0,0,1,1,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4770,1,2.0,1,37.967079999999996,23.72874,4,1.0,2.0,18.46264326127956,48.0,2,31,1,0,84,100.0,10.0,1,2,2,0,0,3.871201010907891,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4771,1,3.0,0,37.99168,23.746920000000003,2,1.0,1.0,20.31597272595387,24.0,4,1125,1,64,31,99.0,9.0,1,2,2,0,0,3.1780538303479458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4772,1,4.0,1,37.98721,23.75817,2,1.0,1.0,15.910343827070943,21.0,2,1125,1,81,45,95.0,10.0,1,3,3,0,0,3.044522437723423,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4773,1,0.0,1,37.97146,23.72941,5,2.0,2.0,17.40011605977078,166.0,1,365,1,2,55,99.0,10.0,0,1,1,0,0,5.111987788356544,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4774,0,5.0,0,37.97805,23.72343,1,1.0,1.0,11.012186275932105,9.0,1,1125,1,65,18,90.0,10.0,1,5,1,1,3,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4775,0,5.0,0,37.97878,23.723979999999997,1,1.0,1.0,11.012186275932105,9.0,1,1125,1,65,7,74.0,10.0,1,5,1,1,3,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4776,1,12.0,1,37.99309,23.76278,5,1.0,1.0,16.338459306542866,85.0,1,1125,1,80,6,97.0,10.0,1,9,9,0,0,4.442651256490317,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4777,1,2.0,1,37.967079999999996,23.72874,4,1.0,2.0,16.480632525750757,50.0,2,21,1,52,105,99.0,10.0,1,2,2,0,0,3.912023005428146,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4778,0,37.0,1,37.97835,23.723760000000002,6,2.0,2.0,20.221384012766574,60.0,2,1125,1,1,47,89.0,10.0,1,25,24,1,0,4.0943445622221,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4779,1,3.0,0,37.991,23.746170000000003,3,1.0,1.0,21.875670970549834,25.0,4,90,1,84,8,100.0,10.0,1,2,2,0,0,3.2188758248682006,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4780,0,43.0,1,37.96502,23.72276,5,2.0,2.0,18.49992746264326,41.0,2,365,1,85,36,98.0,10.0,1,34,33,1,0,3.713572066704308,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4782,0,1.0,0,37.96933,23.7251,2,1.0,1.0,13.272740461337591,25.0,3,1125,1,0,12,100.0,10.0,0,1,1,0,0,3.2188758248682006,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4783,1,61.0,1,37.9786,23.72879,2,1.0,1.0,12.170462788335994,36.0,2,1125,1,0,4,100.0,10.0,1,39,37,0,0,3.58351893845611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4784,1,1.0,1,37.97813,23.735129999999998,6,2.0,3.0,20.640940084143338,34.0,3,60,1,29,67,98.0,10.0,0,1,1,0,0,3.5263605246161616,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4785,1,61.0,1,37.9786,23.72879,2,1.0,1.0,12.170462788335994,36.0,2,1125,1,0,2,80.0,9.0,1,39,37,0,0,3.58351893845611,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4786,1,100.0,1,37.97367,23.73,4,1.0,3.0,11.490787755694184,102.0,1,1125,1,90,9,98.0,10.0,1,20,8,7,0,4.624972813284271,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,1,100.0,1,37.97367,23.73,4,1.0,1.0,9.905846510953143,111.0,1,1125,1,90,1,100.0,10.0,1,20,8,7,0,4.709530201312334,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
